256  256  766
0  0  2.560078125000000e+02
0  1  -1.280000000000000e+02
1  0  -1.280000000000000e+02
1  1  2.560078125000000e+02
1  2  -1.280000000000000e+02
2  1  -1.280000000000000e+02
2  2  2.560078125000000e+02
2  3  -1.280000000000000e+02
3  2  -1.280000000000000e+02
3  3  2.560078125000000e+02
3  4  -1.280000000000000e+02
4  3  -1.280000000000000e+02
4  4  2.560078125000000e+02
4  5  -1.280000000000000e+02
5  4  -1.280000000000000e+02
5  5  2.560078125000000e+02
5  6  -1.280000000000000e+02
6  5  -1.280000000000000e+02
6  6  2.560078125000000e+02
6  7  -1.280000000000000e+02
7  6  -1.280000000000000e+02
7  7  2.560078125000000e+02
7  8  -1.280000000000000e+02
8  7  -1.280000000000000e+02
8  8  2.560078125000000e+02
8  9  -1.280000000000000e+02
9  8  -1.280000000000000e+02
9  9  2.560078125000000e+02
9  10  -1.280000000000000e+02
10  9  -1.280000000000000e+02
10  10  2.560078125000000e+02
10  11  -1.280000000000000e+02
11  10  -1.280000000000000e+02
11  11  2.560078125000000e+02
11  12  -1.280000000000000e+02
12  11  -1.280000000000000e+02
12  12  2.560078125000000e+02
12  13  -1.280000000000000e+02
13  12  -1.280000000000000e+02
13  13  2.560078125000000e+02
13  14  -1.280000000000000e+02
14  13  -1.280000000000000e+02
14  14  2.560078125000000e+02
14  15  -1.280000000000000e+02
15  14  -1.280000000000000e+02
15  15  2.560078125000000e+02
15  16  -1.280000000000000e+02
16  15  -1.280000000000000e+02
16  16  2.560078125000000e+02
16  17  -1.280000000000000e+02
17  16  -1.280000000000000e+02
17  17  2.560078125000000e+02
17  18  -1.280000000000000e+02
18  17  -1.280000000000000e+02
18  18  2.560078125000000e+02
18  19  -1.280000000000000e+02
19  18  -1.280000000000000e+02
19  19  2.560078125000000e+02
19  20  -1.280000000000000e+02
20  19  -1.280000000000000e+02
20  20  2.560078125000000e+02
20  21  -1.280000000000000e+02
21  20  -1.280000000000000e+02
21  21  2.560078125000000e+02
21  22  -1.280000000000000e+02
22  21  -1.280000000000000e+02
22  22  2.560078125000000e+02
22  23  -1.280000000000000e+02
23  22  -1.280000000000000e+02
23  23  2.560078125000000e+02
23  24  -1.280000000000000e+02
24  23  -1.280000000000000e+02
24  24  2.560078125000000e+02
24  25  -1.280000000000000e+02
25  24  -1.280000000000000e+02
25  25  2.560078125000000e+02
25  26  -1.280000000000000e+02
26  25  -1.280000000000000e+02
26  26  2.560078125000000e+02
26  27  -1.280000000000000e+02
27  26  -1.280000000000000e+02
27  27  2.560078125000000e+02
27  28  -1.280000000000000e+02
28  27  -1.280000000000000e+02
28  28  2.560078125000000e+02
28  29  -1.280000000000000e+02
29  28  -1.280000000000000e+02
29  29  2.560078125000000e+02
29  30  -1.280000000000000e+02
30  29  -1.280000000000000e+02
30  30  2.560078125000000e+02
30  31  -1.280000000000000e+02
31  30  -1.280000000000000e+02
31  31  2.560078125000000e+02
31  32  -1.280000000000000e+02
32  31  -1.280000000000000e+02
32  32  2.560078125000000e+02
32  33  -1.280000000000000e+02
33  32  -1.280000000000000e+02
33  33  2.560078125000000e+02
33  34  -1.280000000000000e+02
34  33  -1.280000000000000e+02
34  34  2.560078125000000e+02
34  35  -1.280000000000000e+02
35  34  -1.280000000000000e+02
35  35  2.560078125000000e+02
35  36  -1.280000000000000e+02
36  35  -1.280000000000000e+02
36  36  2.560078125000000e+02
36  37  -1.280000000000000e+02
37  36  -1.280000000000000e+02
37  37  2.560078125000000e+02
37  38  -1.280000000000000e+02
38  37  -1.280000000000000e+02
38  38  2.560078125000000e+02
38  39  -1.280000000000000e+02
39  38  -1.280000000000000e+02
39  39  2.560078125000000e+02
39  40  -1.280000000000000e+02
40  39  -1.280000000000000e+02
40  40  2.560078125000000e+02
40  41  -1.280000000000000e+02
41  40  -1.280000000000000e+02
41  41  2.560078125000000e+02
41  42  -1.280000000000000e+02
42  41  -1.280000000000000e+02
42  42  2.560078125000000e+02
42  43  -1.280000000000000e+02
43  42  -1.280000000000000e+02
43  43  2.560078125000000e+02
43  44  -1.280000000000000e+02
44  43  -1.280000000000000e+02
44  44  2.560078125000000e+02
44  45  -1.280000000000000e+02
45  44  -1.280000000000000e+02
45  45  2.560078125000000e+02
45  46  -1.280000000000000e+02
46  45  -1.280000000000000e+02
46  46  2.560078125000000e+02
46  47  -1.280000000000000e+02
47  46  -1.280000000000000e+02
47  47  2.560078125000000e+02
47  48  -1.280000000000000e+02
48  47  -1.280000000000000e+02
48  48  2.560078125000000e+02
48  49  -1.280000000000000e+02
49  48  -1.280000000000000e+02
49  49  2.560078125000000e+02
49  50  -1.280000000000000e+02
50  49  -1.280000000000000e+02
50  50  2.560078125000000e+02
50  51  -1.280000000000000e+02
51  50  -1.280000000000000e+02
51  51  2.560078125000000e+02
51  52  -1.280000000000000e+02
52  51  -1.280000000000000e+02
52  52  2.560078125000000e+02
52  53  -1.280000000000000e+02
53  52  -1.280000000000000e+02
53  53  2.560078125000000e+02
53  54  -1.280000000000000e+02
54  53  -1.280000000000000e+02
54  54  2.560078125000000e+02
54  55  -1.280000000000000e+02
55  54  -1.280000000000000e+02
55  55  2.560078125000000e+02
55  56  -1.280000000000000e+02
56  55  -1.280000000000000e+02
56  56  2.560078125000000e+02
56  57  -1.280000000000000e+02
57  56  -1.280000000000000e+02
57  57  2.560078125000000e+02
57  58  -1.280000000000000e+02
58  57  -1.280000000000000e+02
58  58  2.560078125000000e+02
58  59  -1.280000000000000e+02
59  58  -1.280000000000000e+02
59  59  2.560078125000000e+02
59  60  -1.280000000000000e+02
60  59  -1.280000000000000e+02
60  60  2.560078125000000e+02
60  61  -1.280000000000000e+02
61  60  -1.280000000000000e+02
61  61  2.560078125000000e+02
61  62  -1.280000000000000e+02
62  61  -1.280000000000000e+02
62  62  2.560078125000000e+02
62  63  -1.280000000000000e+02
63  62  -1.280000000000000e+02
63  63  2.560078125000000e+02
63  64  -1.280000000000000e+02
64  63  -1.280000000000000e+02
64  64  2.560078125000000e+02
64  65  -1.280000000000000e+02
65  64  -1.280000000000000e+02
65  65  2.560078125000000e+02
65  66  -1.280000000000000e+02
66  65  -1.280000000000000e+02
66  66  2.560078125000000e+02
66  67  -1.280000000000000e+02
67  66  -1.280000000000000e+02
67  67  2.560078125000000e+02
67  68  -1.280000000000000e+02
68  67  -1.280000000000000e+02
68  68  2.560078125000000e+02
68  69  -1.280000000000000e+02
69  68  -1.280000000000000e+02
69  69  2.560078125000000e+02
69  70  -1.280000000000000e+02
70  69  -1.280000000000000e+02
70  70  2.560078125000000e+02
70  71  -1.280000000000000e+02
71  70  -1.280000000000000e+02
71  71  2.560078125000000e+02
71  72  -1.280000000000000e+02
72  71  -1.280000000000000e+02
72  72  2.560078125000000e+02
72  73  -1.280000000000000e+02
73  72  -1.280000000000000e+02
73  73  2.560078125000000e+02
73  74  -1.280000000000000e+02
74  73  -1.280000000000000e+02
74  74  2.560078125000000e+02
74  75  -1.280000000000000e+02
75  74  -1.280000000000000e+02
75  75  2.560078125000000e+02
75  76  -1.280000000000000e+02
76  75  -1.280000000000000e+02
76  76  2.560078125000000e+02
76  77  -1.280000000000000e+02
77  76  -1.280000000000000e+02
77  77  2.560078125000000e+02
77  78  -1.280000000000000e+02
78  77  -1.280000000000000e+02
78  78  2.560078125000000e+02
78  79  -1.280000000000000e+02
79  78  -1.280000000000000e+02
79  79  2.560078125000000e+02
79  80  -1.280000000000000e+02
80  79  -1.280000000000000e+02
80  80  2.560078125000000e+02
80  81  -1.280000000000000e+02
81  80  -1.280000000000000e+02
81  81  2.560078125000000e+02
81  82  -1.280000000000000e+02
82  81  -1.280000000000000e+02
82  82  2.560078125000000e+02
82  83  -1.280000000000000e+02
83  82  -1.280000000000000e+02
83  83  2.560078125000000e+02
83  84  -1.280000000000000e+02
84  83  -1.280000000000000e+02
84  84  2.560078125000000e+02
84  85  -1.280000000000000e+02
85  84  -1.280000000000000e+02
85  85  2.560078125000000e+02
85  86  -1.280000000000000e+02
86  85  -1.280000000000000e+02
86  86  2.560078125000000e+02
86  87  -1.280000000000000e+02
87  86  -1.280000000000000e+02
87  87  2.560078125000000e+02
87  88  -1.280000000000000e+02
88  87  -1.280000000000000e+02
88  88  2.560078125000000e+02
88  89  -1.280000000000000e+02
89  88  -1.280000000000000e+02
89  89  2.560078125000000e+02
89  90  -1.280000000000000e+02
90  89  -1.280000000000000e+02
90  90  2.560078125000000e+02
90  91  -1.280000000000000e+02
91  90  -1.280000000000000e+02
91  91  2.560078125000000e+02
91  92  -1.280000000000000e+02
92  91  -1.280000000000000e+02
92  92  2.560078125000000e+02
92  93  -1.280000000000000e+02
93  92  -1.280000000000000e+02
93  93  2.560078125000000e+02
93  94  -1.280000000000000e+02
94  93  -1.280000000000000e+02
94  94  2.560078125000000e+02
94  95  -1.280000000000000e+02
95  94  -1.280000000000000e+02
95  95  2.560078125000000e+02
95  96  -1.280000000000000e+02
96  95  -1.280000000000000e+02
96  96  2.560078125000000e+02
96  97  -1.280000000000000e+02
97  96  -1.280000000000000e+02
97  97  2.560078125000000e+02
97  98  -1.280000000000000e+02
98  97  -1.280000000000000e+02
98  98  2.560078125000000e+02
98  99  -1.280000000000000e+02
99  98  -1.280000000000000e+02
99  99  2.560078125000000e+02
99  100  -1.280000000000000e+02
100  99  -1.280000000000000e+02
100  100  2.560078125000000e+02
100  101  -1.280000000000000e+02
101  100  -1.280000000000000e+02
101  101  2.560078125000000e+02
101  102  -1.280000000000000e+02
102  101  -1.280000000000000e+02
102  102  2.560078125000000e+02
102  103  -1.280000000000000e+02
103  102  -1.280000000000000e+02
103  103  2.560078125000000e+02
103  104  -1.280000000000000e+02
104  103  -1.280000000000000e+02
104  104  2.560078125000000e+02
104  105  -1.280000000000000e+02
105  104  -1.280000000000000e+02
105  105  2.560078125000000e+02
105  106  -1.280000000000000e+02
106  105  -1.280000000000000e+02
106  106  2.560078125000000e+02
106  107  -1.280000000000000e+02
107  106  -1.280000000000000e+02
107  107  2.560078125000000e+02
107  108  -1.280000000000000e+02
108  107  -1.280000000000000e+02
108  108  2.560078125000000e+02
108  109  -1.280000000000000e+02
109  108  -1.280000000000000e+02
109  109  2.560078125000000e+02
109  110  -1.280000000000000e+02
110  109  -1.280000000000000e+02
110  110  2.560078125000000e+02
110  111  -1.280000000000000e+02
111  110  -1.280000000000000e+02
111  111  2.560078125000000e+02
111  112  -1.280000000000000e+02
112  111  -1.280000000000000e+02
112  112  2.560078125000000e+02
112  113  -1.280000000000000e+02
113  112  -1.280000000000000e+02
113  113  2.560078125000000e+02
113  114  -1.280000000000000e+02
114  113  -1.280000000000000e+02
114  114  2.560078125000000e+02
114  115  -1.280000000000000e+02
115  114  -1.280000000000000e+02
115  115  2.560078125000000e+02
115  116  -1.280000000000000e+02
116  115  -1.280000000000000e+02
116  116  2.560078125000000e+02
116  117  -1.280000000000000e+02
117  116  -1.280000000000000e+02
117  117  2.560078125000000e+02
117  118  -1.280000000000000e+02
118  117  -1.280000000000000e+02
118  118  2.560078125000000e+02
118  119  -1.280000000000000e+02
119  118  -1.280000000000000e+02
119  119  2.560078125000000e+02
119  120  -1.280000000000000e+02
120  119  -1.280000000000000e+02
120  120  2.560078125000000e+02
120  121  -1.280000000000000e+02
121  120  -1.280000000000000e+02
121  121  2.560078125000000e+02
121  122  -1.280000000000000e+02
122  121  -1.280000000000000e+02
122  122  2.560078125000000e+02
122  123  -1.280000000000000e+02
123  122  -1.280000000000000e+02
123  123  2.560078125000000e+02
123  124  -1.280000000000000e+02
124  123  -1.280000000000000e+02
124  124  2.560078125000000e+02
124  125  -1.280000000000000e+02
125  124  -1.280000000000000e+02
125  125  2.560078125000000e+02
125  126  -1.280000000000000e+02
126  125  -1.280000000000000e+02
126  126  2.560078125000000e+02
126  127  -1.280000000000000e+02
127  126  -1.280000000000000e+02
127  127  2.560078125000000e+02
127  128  -1.280000000000000e+02
128  127  -1.280000000000000e+02
128  128  2.560078125000000e+02
128  129  -1.280000000000000e+02
129  128  -1.280000000000000e+02
129  129  2.560078125000000e+02
129  130  -1.280000000000000e+02
130  129  -1.280000000000000e+02
130  130  2.560078125000000e+02
130  131  -1.280000000000000e+02
131  130  -1.280000000000000e+02
131  131  2.560078125000000e+02
131  132  -1.280000000000000e+02
132  131  -1.280000000000000e+02
132  132  2.560078125000000e+02
132  133  -1.280000000000000e+02
133  132  -1.280000000000000e+02
133  133  2.560078125000000e+02
133  134  -1.280000000000000e+02
134  133  -1.280000000000000e+02
134  134  2.560078125000000e+02
134  135  -1.280000000000000e+02
135  134  -1.280000000000000e+02
135  135  2.560078125000000e+02
135  136  -1.280000000000000e+02
136  135  -1.280000000000000e+02
136  136  2.560078125000000e+02
136  137  -1.280000000000000e+02
137  136  -1.280000000000000e+02
137  137  2.560078125000000e+02
137  138  -1.280000000000000e+02
138  137  -1.280000000000000e+02
138  138  2.560078125000000e+02
138  139  -1.280000000000000e+02
139  138  -1.280000000000000e+02
139  139  2.560078125000000e+02
139  140  -1.280000000000000e+02
140  139  -1.280000000000000e+02
140  140  2.560078125000000e+02
140  141  -1.280000000000000e+02
141  140  -1.280000000000000e+02
141  141  2.560078125000000e+02
141  142  -1.280000000000000e+02
142  141  -1.280000000000000e+02
142  142  2.560078125000000e+02
142  143  -1.280000000000000e+02
143  142  -1.280000000000000e+02
143  143  2.560078125000000e+02
143  144  -1.280000000000000e+02
144  143  -1.280000000000000e+02
144  144  2.560078125000000e+02
144  145  -1.280000000000000e+02
145  144  -1.280000000000000e+02
145  145  2.560078125000000e+02
145  146  -1.280000000000000e+02
146  145  -1.280000000000000e+02
146  146  2.560078125000000e+02
146  147  -1.280000000000000e+02
147  146  -1.280000000000000e+02
147  147  2.560078125000000e+02
147  148  -1.280000000000000e+02
148  147  -1.280000000000000e+02
148  148  2.560078125000000e+02
148  149  -1.280000000000000e+02
149  148  -1.280000000000000e+02
149  149  2.560078125000000e+02
149  150  -1.280000000000000e+02
150  149  -1.280000000000000e+02
150  150  2.560078125000000e+02
150  151  -1.280000000000000e+02
151  150  -1.280000000000000e+02
151  151  2.560078125000000e+02
151  152  -1.280000000000000e+02
152  151  -1.280000000000000e+02
152  152  2.560078125000000e+02
152  153  -1.280000000000000e+02
153  152  -1.280000000000000e+02
153  153  2.560078125000000e+02
153  154  -1.280000000000000e+02
154  153  -1.280000000000000e+02
154  154  2.560078125000000e+02
154  155  -1.280000000000000e+02
155  154  -1.280000000000000e+02
155  155  2.560078125000000e+02
155  156  -1.280000000000000e+02
156  155  -1.280000000000000e+02
156  156  2.560078125000000e+02
156  157  -1.280000000000000e+02
157  156  -1.280000000000000e+02
157  157  2.560078125000000e+02
157  158  -1.280000000000000e+02
158  157  -1.280000000000000e+02
158  158  2.560078125000000e+02
158  159  -1.280000000000000e+02
159  158  -1.280000000000000e+02
159  159  2.560078125000000e+02
159  160  -1.280000000000000e+02
160  159  -1.280000000000000e+02
160  160  2.560078125000000e+02
160  161  -1.280000000000000e+02
161  160  -1.280000000000000e+02
161  161  2.560078125000000e+02
161  162  -1.280000000000000e+02
162  161  -1.280000000000000e+02
162  162  2.560078125000000e+02
162  163  -1.280000000000000e+02
163  162  -1.280000000000000e+02
163  163  2.560078125000000e+02
163  164  -1.280000000000000e+02
164  163  -1.280000000000000e+02
164  164  2.560078125000000e+02
164  165  -1.280000000000000e+02
165  164  -1.280000000000000e+02
165  165  2.560078125000000e+02
165  166  -1.280000000000000e+02
166  165  -1.280000000000000e+02
166  166  2.560078125000000e+02
166  167  -1.280000000000000e+02
167  166  -1.280000000000000e+02
167  167  2.560078125000000e+02
167  168  -1.280000000000000e+02
